Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2023	Cytoplasmic Translation (GO:0002181)	14/93	4.692564e-13	8.160370e-10	0	0	1.878957e+01	5.333914e+02	RPLP1;RPS14;RPS25;RPS15A;RPS29;RPL37A;RPL36;RPS20;RPL37;RPL26;RPL28;UBA52;RPS21;RPS24
GO_Biological_Process_2023	Epidermis Development (GO:0008544)	12/85	4.988077e-11	4.337133e-08	0	0	1.724891e+01	4.091680e+02	DSP;KRTDAP;ALDH3A2;COL17A1;SPINT1;CRABP2;KRT15;KRT14;EMP1;KRT5;OVOL1;HLA-DRB1
GO_Biological_Process_2023	Macromolecule Biosynthetic Process (GO:0009059)	15/183	4.967843e-10	2.879693e-07	0	0	9.474903e+00	2.029796e+02	RPLP1;MRPS6;EEF1B2;RPS14;RPS25;RPS15A;RPS29;RPL37A;RPL36;RPS20;RPL37;RPL26;RPL28;RPS21;RPS24
GO_Biological_Process_2023	Peptide Biosynthetic Process (GO:0043043)	14/158	6.872016e-10	2.987609e-07	0	0	1.027419e+01	2.167690e+02	RPLP1;MRPS6;RPS14;RPS25;RPS15A;RPS29;RPL37A;RPL36;RPS20;RPL37;RPL26;RPL28;RPS21;RPS24
GO_Biological_Process_2023	Translation (GO:0006412)	16/234	1.856295e-09	6.456193e-07	0	0	7.810929e+00	1.570363e+02	RPLP1;MRPS6;EEF1B2;RPS25;RPS14;RPS15A;RPS29;RPL37A;RPL36;RPS20;RPL26;RPL37;RPL28;RPS21;UBA52;RPS24
GO_Biological_Process_2023	Intermediate Filament Organization (GO:0045109)	8/68	3.843990e-07	1.114117e-04	0	0	1.370833e+01	2.024938e+02	DSP;DNAJB6;KRT15;KRT1;KRT14;PKP1;KRT5;KRT10
GO_Biological_Process_2023	Gene Expression (GO:0010467)	14/296	1.790132e-06	4.431108e-04	0	0	5.209563e+00	6.893930e+01	RPLP1;MRPS6;RPS25;RPS14;RPS15A;RPS29;RPL37A;RPL36;RPS20;RPL26;RPL37;RPL28;RPS21;RPS24
GO_Biological_Process_2023	Negative Regulation Of Cellular Process (GO:0048523)	19/537	2.038463e-06	4.431108e-04	0	0	3.907485e+00	5.120101e+01	TFAP2A;FGFBP1;TACSTD2;HMGA1;FBLN1;SPINT2;ENO1;GATA3;CLU;RTN4;VAMP8;GJA1;SFRP2;RGCC;ADAM15;GPNMB;CHMP1B;IRF6;S100A11
GO_Biological_Process_2023	Negative Regulation Of Locomotion (GO:0040013)	4/12	4.511014e-06	8.716281e-04	0	0	5.048980e+01	6.214783e+02	TACSTD2;FBLN1;GATA3;SPINT2
GO_Biological_Process_2023	Cell-Cell Junction Organization (GO:0045216)	7/68	5.209174e-06	9.058753e-04	0	0	1.173643e+01	1.427747e+02	DSP;CXADR;FSCN1;DSG1;PKP1;PKP3;CLDN1
GO_Biological_Process_2023	Peptide Cross-Linking (GO:0018149)	5/27	6.420000e-06	9.821088e-04	0	0	2.305128e+01	2.756033e+02	DSP;CSTA;ANXA1;KRT1;KRT10
GO_Biological_Process_2023	Cell-Cell Junction Assembly (GO:0007043)	7/71	6.967535e-06	9.821088e-04	0	0	1.118459e+01	1.328086e+02	GJA1;JUP;FSCN1;DSG1;PKP1;CD9;PKP3
GO_Biological_Process_2023	Epithelial Cell Differentiation (GO:0030855)	9/132	7.341814e-06	9.821088e-04	0	0	7.538118e+00	8.911506e+01	EHF;ANXA1;KRT15;KRT14;GATA3;IRF6;KRT10;OVOL1;CTSB
GO_Biological_Process_2023	Negative Regulation Of Cytokine Production (GO:0001818)	10/178	1.267222e-05	1.574070e-03	0	0	6.150376e+00	6.935225e+01	PYCARD;PRNP;RGCC;ANXA1;GPNMB;PDCD4;APOD;EZR;KLF4;HLA-DRB1
GO_Biological_Process_2023	Cardiac Muscle Cell-Cardiac Muscle Cell Adhesion (GO:0086042)	3/6	1.926952e-05	2.094356e-03	0	0	1.004924e+02	1.091044e+03	DSP;CXADR;JUP
GO_Biological_Process_2023	Desmosome Organization (GO:0002934)	3/6	1.926952e-05	2.094356e-03	0	0	1.004924e+02	1.091044e+03	DSP;JUP;PKP3
GO_Biological_Process_2023	Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0043281)	7/84	2.126903e-05	2.175696e-03	0	0	9.290155e+00	9.994590e+01	PYCARD;BCAP31;DNAJB6;TNFSF10;PMAIP1;SFN;KLF4
GO_Biological_Process_2023	Positive Regulation Of Intracellular Signal Transduction (GO:1902533)	17/525	2.255163e-05	2.178738e-03	0	0	3.527860e+00	3.774706e+01	BCAP31;CD74;NDFIP2;PLK2;IL18;GATA3;ADRB2;RTN4;PYCARD;GJA1;TNFSF10;PDCD4;PMAIP1;RPS20;RPL37;TMEM9B;HLA-DRB1
GO_Biological_Process_2023	Establishment Of Skin Barrier (GO:0061436)	4/19	3.343536e-05	2.771886e-03	0	0	2.691837e+01	2.774179e+02	CLDN4;IL18;SFN;CLDN1
GO_Biological_Process_2023	Positive Regulation Of Alpha-Beta T Cell Activation (GO:0046635)	4/19	3.343536e-05	2.771886e-03	0	0	2.691837e+01	2.774179e+02	PNP;HLA-DRA;CD55;HLA-DRB1
GO_Biological_Process_2023	Regulation Of CD4-positive, Alpha-Beta T Cell Activation (GO:2000514)	3/7	3.347303e-05	2.771886e-03	0	0	7.536548e+01	7.766240e+02	HLA-DRA;CD55;HLA-DRB1
GO_Biological_Process_2023	Membrane Assembly (GO:0071709)	5/38	3.650786e-05	2.885780e-03	0	0	1.535897e+01	1.569377e+02	ANXA2;CHMP1B;EMP2;DMKN;S100A10
GO_Biological_Process_2023	Calcium-Mediated Signaling Using Intracellular Calcium Source (GO:0035584)	4/20	4.146799e-05	3.135340e-03	0	0	2.523469e+01	2.546329e+02	BCAP31;PRNP;DEFB1;CLU
